country_code,installed_capacity_MW,pumping_MW,,,country_code,Installed_capacity,pumping capacity
ES,0.295,Not Recorded,,,,,
ES,0.673,Not Recorded,,,,,
ES,0.1369,Not Recorded,,,,,
ES,0.62,Not Recorded,,,,,
ES,0.128,Not Recorded,,,,,
ES,0.23,Not Recorded,,,,,
ES,0.08,Not Recorded,,,,,
ES,1.2,Not Recorded,,,,,
ES,0.663,Not Recorded,,,,,
ES,0.377,Not Recorded,,,,,
ES,0.16,Not Recorded,,,,,
ES,0.305,Not Recorded,,,,,
ES,0.232,Not Recorded,,,,,
ES,0.223,Not Recorded,,,,,
ES,0.276,Not Recorded,,,,,
FI,144,Not Recorded,,,,,
ES,0.204,Not Recorded,,,,,
ES,0.296,Not Recorded,,,,,
ES,0.145,Not Recorded,,,,,
ES,0.134,Not Recorded,,,,,
ES,0.115,Not Recorded,,,,,
ES,0.08,Not Recorded,,,,,
ES,0.08,Not Recorded,,,,,
ES,0.02,Not Recorded,,,,,
ES,0.132,Not Recorded,,,,,
ES,0.122,Not Recorded,,,,,
BE,144,143,,,,,
ES,0.25,Not Recorded,,,,,
ES,0.7,Not Recorded,,,,,
ES,0.2605,Not Recorded,,,,,
ES,0.24,Not Recorded,,,,,
ES,0.424,Not Recorded,,,,,
ES,0.9,Not Recorded,,,,,
ES,1.085,Not Recorded,,,,,
ES,0.665,Not Recorded,,,,,
ES,0.504,Not Recorded,,,,,
ES,0.662,Not Recorded,,,,,
ES,0.287,Not Recorded,,,,,
ES,0.05,Not Recorded,,,,,
ES,0.411,Not Recorded,,,,,
ES,0.245,Not Recorded,,,,,
ES,0.24,Not Recorded,,,,,
ES,0.838,Not Recorded,,,,,
ES,2.307,Not Recorded,,,,,
ES,0.598,Not Recorded,,,,,
ES,0.492,Not Recorded,,,,,
ES,0.506,Not Recorded,,,,,
CZ,144,Not Recorded,,,,,
ES,0.18,Not Recorded,,,,,
ES,1.6898,Not Recorded,,,,,
ES,0.523,Not Recorded,,,,,
ES,0.5,Not Recorded,,,,,
ES,0.11,Not Recorded,,,,,
ES,0.495,Not Recorded,,,,,
ES,0.43,Not Recorded,,,,,
ES,0.08832,Not Recorded,,,,,
ES,0.935,Not Recorded,,,,,
ES,0.947,Not Recorded,,,,,
SK,720,Not Recorded,,,,,
ES,0.56,Not Recorded,,,,,
ES,0.34,Not Recorded,,,,,
ES,0.045,Not Recorded,,,,,
ES,0.258,Not Recorded,,,,,
ES,0.7,Not Recorded,,,,,
ES,2.924,Not Recorded,,,,,
ES,0.375,Not Recorded,,,,,
ES,0.426,Not Recorded,,,,,
ES,1.249,Not Recorded,,,,,
ES,0.47064,Not Recorded,,,,,
FR,141,Not Recorded,,,,,
ES,6.95,Not Recorded,,,,,
ES,0.95,Not Recorded,,,,,
ES,0.428,Not Recorded,,,,,
ES,0.125,Not Recorded,,,,,
ES,1.26,Not Recorded,,,,,
ES,0.261,Not Recorded,,,,,
ES,0.289,Not Recorded,,,,,
ES,0.48,Not Recorded,,,,,
ES,0.23,Not Recorded,,,,,
ES,0.72,Not Recorded,,,,,
CH,141,Not Recorded,,,,,
ES,0.3,Not Recorded,,,,,
ES,0.238,Not Recorded,,,,,
ES,0.36,Not Recorded,,,,,
ES,0.2,Not Recorded,,,,,
ES,0.132,Not Recorded,,,,,
ES,0.036,Not Recorded,,,,,
ES,0.562,Not Recorded,,,,,
ES,0.081,Not Recorded,,,,,
ES,0.377,Not Recorded,,,,,
ES,0.108,Not Recorded,,,,,
FR,140.5,Not Recorded,,,,,
ES,0.225,Not Recorded,,,,,
ES,0.581,Not Recorded,,,,,
ES,0.202,Not Recorded,,,,,
ES,0.8875,Not Recorded,,,,,
ES,0.075,Not Recorded,,,,,
ES,0.48,Not Recorded,,,,,
ES,0.145,Not Recorded,,,,,
ES,0.58,Not Recorded,,,,,
ES,0.00736,Not Recorded,,,,,
ES,2.6,Not Recorded,,,,,
FR,140.5,Not Recorded,,,,,
ES,0.0666,Not Recorded,,,,,
ES,0.0047775,Not Recorded,,,,,
ES,0.336,Not Recorded,,,,,
ES,1.008,Not Recorded,,,,,
ES,0.3576,Not Recorded,,,,,
ES,0.14,Not Recorded,,,,,
ES,0.037,Not Recorded,,,,,
ES,0.78,Not Recorded,,,,,
ES,0.426,Not Recorded,,,,,
ES,0.16,Not Recorded,,,,,
ES,0.7,Not Recorded,,,,,
ES,0.232,Not Recorded,,,,,
ES,0.2,Not Recorded,,,,,
ES,0.082,Not Recorded,,,,,
ES,0.064,Not Recorded,,,,,
ES,0.09,Not Recorded,,,,,
ES,0.1,Not Recorded,,,,,
ES,1.65,Not Recorded,,,,,
ES,1,Not Recorded,,,,,
ES,1.2,Not Recorded,,,,,
FR,215,Not Recorded,,,,,
ES,1,Not Recorded,,,,,
ES,6,Not Recorded,,,,,
ES,0.29,Not Recorded,,,,,
ES,1.28,Not Recorded,,,,,
ES,0.245,Not Recorded,,,,,
ES,0.265,Not Recorded,,,,,
ES,0.91,Not Recorded,,,,,
ES,0.145,Not Recorded,,,,,
ES,0.56,Not Recorded,,,,,
ES,0.296,Not Recorded,,,,,
DE,140,Not Recorded,,,,,
ES,0.5,Not Recorded,,,,,
ES,0.628,Not Recorded,,,,,
ES,1.095,Not Recorded,,,,,
ES,0.597,Not Recorded,,,,,
ES,1.083,Not Recorded,,,,,
ES,0.728,Not Recorded,,,,,
ES,0.66,Not Recorded,,,,,
ES,0.515,Not Recorded,,,,,
ES,0.45,Not Recorded,,,,,
ES,0.97,Not Recorded,,,,,
PT,82.3,Not Recorded,,,,,
ES,0.3,Not Recorded,,,,,
ES,0.47,Not Recorded,,,,,
ES,0.3,Not Recorded,,,,,
ES,1.317,Not Recorded,,,,,
ES,0.6,Not Recorded,,,,,
ES,0.65,Not Recorded,,,,,
ES,0.232,Not Recorded,,,,,
ES,0.22,Not Recorded,,,,,
ES,0.609,Not Recorded,,,,,
ES,0.75,Not Recorded,,,,,
SE,149.044586,Not Recorded,,,,,
ES,0.3,Not Recorded,,,,,
ES,0.31,Not Recorded,,,,,
ES,0.24,Not Recorded,,,,,
ES,0.107,Not Recorded,,,,,
ES,0.6,Not Recorded,,,,,
ES,0.209,Not Recorded,,,,,
ES,0.1,Not Recorded,,,,,
ES,0.075,Not Recorded,,,,,
ES,0.5,Not Recorded,,,,,
ES,0.135,Not Recorded,,,,,
PL,716,800,,,,,
SE,140,Not Recorded,,,,,
ES,0.065,Not Recorded,,,,,
ES,0.25,Not Recorded,,,,,
ES,4.436,Not Recorded,,,,,
ES,0.29,Not Recorded,,,,,
ES,2.845,Not Recorded,,,,,
ES,0.62,Not Recorded,,,,,
ES,1.44,Not Recorded,,,,,
ES,0.259,Not Recorded,,,,,
ES,0.25,Not Recorded,,,,,
ES,0.62,Not Recorded,,,,,
SE,140,Not Recorded,,,,,
ES,0.157,Not Recorded,,,,,
ES,0.34,Not Recorded,,,,,
ES,0.286,Not Recorded,,,,,
ES,0.128,Not Recorded,,,,,
ES,1.242,Not Recorded,,,,,
ES,0.20755,Not Recorded,,,,,
ES,0.6,Not Recorded,,,,,
ES,0.015,Not Recorded,,,,,
ES,55.56,Not Recorded,,,,,
ES,0.518,Not Recorded,,,,,
AT,140,Not Recorded,,,,,
ES,0.095,Not Recorded,,,,,
ES,1.073,Not Recorded,,,,,
ES,0.037,Not Recorded,,,,,
ES,0.0697,Not Recorded,,,,,
ES,0.19,Not Recorded,,,,,
ES,0.045,Not Recorded,,,,,
ES,0.04,Not Recorded,,,,,
ES,0.28,Not Recorded,,,,,
ES,0.022,Not Recorded,,,,,
ES,0.17,Not Recorded,,,,,
ES,0.16,Not Recorded,,,,,
ES,0.05888,Not Recorded,,,,,
ES,88.55,Not Recorded,,,,,
ES,0.359,Not Recorded,,,,,
ES,0.046,Not Recorded,,,,,
ES,0.06512,Not Recorded,,,,,
ES,6.32,Not Recorded,,,,,
ES,0.21,Not Recorded,,,,,
ES,0.59,Not Recorded,,,,,
ES,1.685,Not Recorded,,,,,
FR,140,Not Recorded,,,,,
ES,0.651,Not Recorded,,,,,
ES,0.205,Not Recorded,,,,,
ES,0.25,Not Recorded,,,,,
ES,0.7,Not Recorded,,,,,
ES,0.44,Not Recorded,,,,,
ES,1.176,Not Recorded,,,,,
ES,0.808,Not Recorded,,,,,
ES,0.42,Not Recorded,,,,,
ES,0.296,Not Recorded,,,,,
ES,0.326,Not Recorded,,,,,
ES,0.12,Not Recorded,,,,,
ES,0.17,Not Recorded,,,,,
ES,0.14,Not Recorded,,,,,
ES,0.188,Not Recorded,,,,,
ES,0.11,Not Recorded,,,,,
ES,0.064,Not Recorded,,,,,
ES,0.265,Not Recorded,,,,,
ES,0.393,Not Recorded,,,,,
ES,0.272,Not Recorded,,,,,
ES,3.58,Not Recorded,,,,,
ES,0.323,Not Recorded,,,,,
ES,0.272,Not Recorded,,,,,
ES,0.365,Not Recorded,,,,,
ES,0.363,Not Recorded,,,,,
ES,262.8,Not Recorded,,,,,
UK,24,Not Recorded,,,,,
IT,22,Not Recorded,,,,,
IT,11,Not Recorded,,,,,
DE,138,Not Recorded,,,,,
IE,27,Not Recorded,,,,,
XK,35,Not Recorded,,,,,
XK,30.2,Not Recorded,,,,,
FR,63,Not Recorded,,,,,
FR,97,Not Recorded,,,,,
CH,140,Not Recorded,,,,,
CH,140,Not Recorded,,,,,
FR,139,Not Recorded,,,,,
IT,139,141,,,,,
DE,138,Not Recorded,,,,,
RO,137.7,Not Recorded,,,,,
FR,137.2292994,Not Recorded,,,,,
IT,140,137,,,,,
IT,98.6,Not Recorded,,,,,
SE,140,Not Recorded,,,,,
CH,135,54,,,,,
CH,660,Not Recorded,,,,,
IT,133,Not Recorded,,,,,
ES,124,110,,,,,
FI,133,Not Recorded,,,,,
CH,132.5,Not Recorded,,,,,
FR,132.3,Not Recorded,,,,,
SE,135,Not Recorded,,,,,
PT,80.7,Not Recorded,,,,,
FR,131.8,Not Recorded,,,,,
SE,132,Not Recorded,,,,,
ES,130,72,,,,,
IT,535.3,Not Recorded,,,,,
FR,130.3184713,Not Recorded,,,,,
EL,50,Not Recorded,,,,,
SE,131,Not Recorded,,,,,
IT,72,Not Recorded,,,,,
IT,130,Not Recorded,,,,,
SE,130,Not Recorded,,,,,
ES,130,Not Recorded,,,,,
AT,86,Not Recorded,,,,,
ES,1516.76,1390,,,,,
CZ,650,Not Recorded,,,,,
FI,129,Not Recorded,,,,,
RS,128.6,Not Recorded,,,,,
SE,130,Not Recorded,,,,,
ES,214,78,,,,,
IT,126.5,Not Recorded,,,,,
BG,128,Not Recorded,,,,,
FR,126,Not Recorded,,,,,
IT,134,134,,,,,
SE,128,Not Recorded,,,,,
PT,68,63,,,,,
DE,124.4,Not Recorded,,,,,
FR,124.2,Not Recorded,,,,,
DE,124,Not Recorded,,,,,
BG,120,Not Recorded,,,,,
ES,124,Not Recorded,,,,,
FR,123,Not Recorded,,,,,
PT,62,Not Recorded,,,,,
CH,122.45,Not Recorded,,,,,
CH,122,Not Recorded,,,,,
ES,122,Not Recorded,,,,,
IT,121,Not Recorded,,,,,
CH,120.35,Not Recorded,,,,,
AT,120,Not Recorded,,,,,
AT,120,Not Recorded,,,,,
IT,120,Not Recorded,,,,,
IT,120,Not Recorded,,,,,
DE,100,100,,,,,
ES,120,Not Recorded,,,,,
DE,120,96,,,,,
FR,119,Not Recorded,,,,,
CZ,120,Not Recorded,,,,,
IT,42.8,Not Recorded,,,,,
IT,117,Not Recorded,,,,,
PT,58,Not Recorded,,,,,
MK,116,Not Recorded,,,,,
RS,614,614,,,,,
FR,116,Not Recorded,,,,,
EL,19,Not Recorded,,,,,
SI,116,Not Recorded,,,,,
FR,115.6,Not Recorded,,,,,
RO,114.8,Not Recorded,,,,,
SI,114,Not Recorded,,,,,
AL,600,Not Recorded,,,,,
SE,125,Not Recorded,,,,,
BA,114,Not Recorded,,,,,
CH,113.07,Not Recorded,,,,,
CH,113,Not Recorded,,,,,
IT,120,113,,,,,
SE,116,Not Recorded,,,,,
ES,110.4,Not Recorded,,,,,
ES,110,Not Recorded,,,,,
BA,110,Not Recorded,,,,,
IT,110,Not Recorded,,,,,
IT,110,Not Recorded,,,,,
SE,114,Not Recorded,,,,,
FI,110,Not Recorded,,,,,
FR,546,Not Recorded,,,,,
FI,110,Not Recorded,,,,,
FR,109.4,Not Recorded,,,,,
AT,73,Not Recorded,,,,,
FR,108.1717843,Not Recorded,,,,,
PT,54,Not Recorded,,,,,
EL,11,Not Recorded,,,,,
ES,108,Not Recorded,,,,,
AT,108,100,,,,,
SE,575,Not Recorded,,,,,
SE,113,Not Recorded,,,,,
BG,106,Not Recorded,,,,,
AT,106,Not Recorded,,,,,
FI,106,Not Recorded,,,,,
SE,113,Not Recorded,,,,,
IT,568,210,,,,,
RO,104.8,Not Recorded,,,,,
RS,104,Not Recorded,,,,,
FR,104,Not Recorded,,,,,
BG,120,Not Recorded,,,,,
SE,110,Not Recorded,,,,,
FR,104,Not Recorded,,,,,
DE,1291,1040,,,,,
PL,540,Not Recorded,,,,,
CH,104,Not Recorded,,,,,
FR,103.3,Not Recorded,,,,,
SE,105,Not Recorded,,,,,
CH,102.8,Not Recorded,,,,,
ES,102,Not Recorded,,,,,
CH,102,Not Recorded,,,,,
ES,516.39,Not Recorded,,,,,
CH,101.8,Not Recorded,,,,,
IT,101.6,Not Recorded,,,,,
IT,101.44,Not Recorded,,,,,
LT,101,Not Recorded,,,,,
FI,101,Not Recorded,,,,,
SE,104,Not Recorded,,,,,
AT,100,Not Recorded,,,,,
SE,100,Not Recorded,,,,,
PT,44.1,Not Recorded,,,,,
SE,100,Not Recorded,,,,,
AT,100,Not Recorded,,,,,
CH,100,Not Recorded,,,,,
UK,100,Not Recorded,,,,,
CH,100,Not Recorded,,,,,
CH,108,Not Recorded,,,,,
RO,510,Not Recorded,,,,,
SE,100,Not Recorded,,,,,
SE,100,Not Recorded,,,,,
DE,99,Not Recorded,,,,,
SE,99.36305732,Not Recorded,,,,,
IT,98,Not Recorded,,,,,
FR,97.7388535,Not Recorded,,,,,
RS,96,Not Recorded,,,,,
FR,54,Not Recorded,,,,,
AT,500,Not Recorded,,,,,
IT,95,Not Recorded,,,,,
HR,94,Not Recorded,,,,,
FR,93.78980892,Not Recorded,,,,,
SK,93.6,Not Recorded,,,,,
CH,93.6,Not Recorded,,,,,
FI,93,Not Recorded,,,,,
IT,500,500,,,,,
ES,92,100,,,,,
FR,104,Not Recorded,,,,,
DE,92,Not Recorded,,,,,
CH,92,Not Recorded,,,,,
FR,90,Not Recorded,,,,,
DE,90,68,,,,,
PT,44,Not Recorded,,,,,
AT,90,Not Recorded,,,,,
CH,1214.4,1174,,,,,
AT,60,Not Recorded,,,,,
CH,90,Not Recorded,,,,,
CH,90,Not Recorded,,,,,
HR,90,Not Recorded,,,,,
CH,90,Not Recorded,,,,,
CH,89.1,Not Recorded,,,,,
AL,500,Not Recorded,,,,,
AT,89,Not Recorded,,,,,
AT,89,Not Recorded,,,,,
IT,89,Not Recorded,,,,,
FR,88,Not Recorded,,,,,
AT,88,Not Recorded,,,,,
SE,99,Not Recorded,,,,,
SE,96.5,Not Recorded,,,,,
SE,88,Not Recorded,,,,,
FR,87.66878981,Not Recorded,,,,,
AT,87,Not Recorded,,,,,
IT,87,Not Recorded,,,,,
SE,88,Not Recorded,,,,,
IE,86,Not Recorded,,,,,
AT,86,Not Recorded,,,,,
CH,86,Not Recorded,,,,,
DE,85.3,Not Recorded,,,,,
SE,86,Not Recorded,,,,,
PL,92,20,,,,,
FI,85,Not Recorded,,,,,
MK,84,Not Recorded,,,,,
SE,85,Not Recorded,,,,,
ES,89,99,,,,,
IT,83,Not Recorded,,,,,
CH,83,Not Recorded,,,,,
AT,493,327,,,,,
ES,83,Not Recorded,,,,,
ES,83,Not Recorded,,,,,
FI,83,Not Recorded,,,,,
PL,92,Not Recorded,,,,,
BG,86.4,Not Recorded,,,,,
CH,81.6,Not Recorded,,,,,
ES,81.54,Not Recorded,,,,,
FR,81.12883819,Not Recorded,,,,,
AT,81,Not Recorded,,,,,
ES,81,Not Recorded,,,,,
IT,559,248,,,,,
BG,85,Not Recorded,,,,,
PT,42,Not Recorded,,,,,
DE,80.62,Not Recorded,,,,,
MK,80,Not Recorded,,,,,
ES,80,Not Recorded,,,,,
BG,88,Not Recorded,,,,,
AT,80,Not Recorded,,,,,
SE,84,Not Recorded,,,,,
IT,85,80,,,,,
IT,80,Not Recorded,,,,,
HR,486,Not Recorded,,,,,
RS,80,Not Recorded,,,,,
ES,80,Not Recorded,,,,,
DE,79.8,80,,,,,
DE,79.7,Not Recorded,,,,,
AT,79,Not Recorded,,,,,
AT,79,Not Recorded,,,,,
AT,79,Not Recorded,,,,,
BG,101,Not Recorded,,,,,
SE,80,Not Recorded,,,,,
SE,78,Not Recorded,,,,,
FR,500,500,,,,,
ES,77,Not Recorded,,,,,
ES,77,Not Recorded,,,,,
ES,76,Not Recorded,,,,,
HR,77.44,Not Recorded,,,,,
HR,79.78,Not Recorded,,,,,
FR,75.03184713,Not Recorded,,,,,
BA,75,Not Recorded,,,,,
ES,75,Not Recorded,,,,,
CZ,480,480,,,,,
AT,75,Not Recorded,,,,,
SE,78,Not Recorded,,,,,
IT,73,Not Recorded,,,,,
UK,75,Not Recorded,,,,,
UK,74,Not Recorded,,,,,
CH,74,Not Recorded,,,,,
CH,73.6,Not Recorded,,,,,
SI,73.2,Not Recorded,,,,,
FR,73.05732484,Not Recorded,,,,,
AT,592.8,610,,,,,
FR,108,Not Recorded,,,,,
SE,75,Not Recorded,,,,,
CH,72.9,Not Recorded,,,,,
SE,73,Not Recorded,,,,,
SI,72.3,Not Recorded,,,,,
AT,72,Not Recorded,,,,,
SK,72,Not Recorded,,,,,
AL,72,Not Recorded,,,,,
ES,473,Not Recorded,,,,,
FR,71.08280255,Not Recorded,,,,,
CH,71,32,,,,,
CH,71,Not Recorded,,,,,
EL,10.3,Not Recorded,,,,,
SI,70,Not Recorded,,,,,
CH,70,Not Recorded,,,,,
IT,461,Not Recorded,,,,,
CH,69.5,Not Recorded,,,,,
FR,68.28343881,Not Recorded,,,,,
FR,68.28343881,Not Recorded,,,,,
ES,65,80,,,,,
PT,41,Not Recorded,,,,,
SE,112,Not Recorded,,,,,
IT,68,Not Recorded,,,,,
AT,45,Not Recorded,,,,,
AT,68,Not Recorded,,,,,
SE,455,Not Recorded,,,,,
FI,68,Not Recorded,,,,,
SK,67.5,Not Recorded,,,,,
FR,68,Not Recorded,,,,,
CH,67.1,Not Recorded,,,,,
IT,67,Not Recorded,,,,,
FR,66.5,Not Recorded,,,,,
CH,66,16,,,,,
ES,66,Not Recorded,,,,,
ES,66,Not Recorded,,,,,
BG,66,Not Recorded,,,,,
ES,446,400,,,,,
AT,66,Not Recorded,,,,,
AL,25.2,Not Recorded,,,,,
CH,66,Not Recorded,,,,,
CH,65.8,Not Recorded,,,,,
FR,65.57914421,Not Recorded,,,,,
SE,68,Not Recorded,,,,,
IT,65,Not Recorded,,,,,
DE,65,Not Recorded,,,,,
ES,1226.43,Not Recorded,,,,,
ES,65,Not Recorded,,,,,
ES,65,Not Recorded,,,,,
CH,65,Not Recorded,,,,,
AT,64,Not Recorded,,,,,
SE,65.36687241,Not Recorded,,,,,
SE,64,Not Recorded,,,,,
IT,64,Not Recorded,,,,,
SE,450,Not Recorded,,,,,
FI,64,Not Recorded,,,,,
ES,63,Not Recorded,,,,,
ES,63,Not Recorded,,,,,
PT,40,Not Recorded,,,,,
SE,64,Not Recorded,,,,,
SE,62,Not Recorded,,,,,
IT,62,Not Recorded,,,,,
ES,62,Not Recorded,,,,,
CH,448.3,Not Recorded,,,,,
FI,62,Not Recorded,,,,,
ES,61.94,Not Recorded,,,,,
SK,61.8,Not Recorded,,,,,
SE,62,Not Recorded,,,,,
UK,61,Not Recorded,,,,,
FR,60.84662865,Not Recorded,,,,,
FR,445,33,,,,,
SE,61,Not Recorded,,,,,
SI,60,Not Recorded,,,,,
AT,60,Not Recorded,,,,,
SE,60,Not Recorded,,,,,
SE,60,Not Recorded,,,,,
IT,60,Not Recorded,,,,,
IT,66.9,Not Recorded,,,,,
DE,480,Not Recorded,,,,,
IT,60,Not Recorded,,,,,
CH,60,Not Recorded,,,,,
BA,60,Not Recorded,,,,,
BG,60,Not Recorded,,,,,
HR,60,Not Recorded,,,,,
CH,60,Not Recorded,,,,,
UK,440,440,,,,,
DE,59.8,Not Recorded,,,,,
FR,59.49448134,Not Recorded,,,,,
FR,59.23566879,Not Recorded,,,,,
AT,59,Not Recorded,,,,,
CH,58.5,Not Recorded,,,,,
FR,58,Not Recorded,,,,,
PT,25.9,Not Recorded,,,,,
SE,60,Not Recorded,,,,,
IT,64.9,Not Recorded,,,,,
AT,58,Not Recorded,,,,,
PT,25,Not Recorded,,,,,
CH,58,Not Recorded,,,,,
FI,58,Not Recorded,,,,,
SI,57.9,Not Recorded,,,,,
FR,57.46626039,Not Recorded,,,,,
SE,58,Not Recorded,,,,,
FR,56.79018674,Not Recorded,,,,,
FR,56.27388535,Not Recorded,,,,,
ES,56.04,Not Recorded,,,,,
EL,8.5,Not Recorded,,,,,
FR,56,Not Recorded,,,,,
ES,56,Not Recorded,,,,,
SE,57,Not Recorded,,,,,
SE,56,Not Recorded,,,,,
IT,56,Not Recorded,,,,,
IT,56,Not Recorded,,,,,
SE,435,Not Recorded,,,,,
ES,56,Not Recorded,,,,,
FI,56,Not Recorded,,,,,
SI,55.59,Not Recorded,,,,,
HR,55.5,Not Recorded,,,,,
SK,55.2,Not Recorded,,,,,
CH,55.1,48,,,,,
ES,55,Not Recorded,,,,,
IT,55,Not Recorded,,,,,
PT,24,Not Recorded,,,,,
IT,55,Not Recorded,,,,,
CH,55,Not Recorded,,,,,
FI,55,Not Recorded,,,,,
CH,54.9,Not Recorded,,,,,
FR,54.5,Not Recorded,,,,,
CH,49,Not Recorded,,,,,
ES,54,Not Recorded,,,,,
RO,1165.8,Not Recorded,,,,,
AT,430,Not Recorded,,,,,
PT,23.4,Not Recorded,,,,,
CH,54,24,,,,,
CH,54,Not Recorded,,,,,
RO,54,Not Recorded,,,,,
SE,56,Not Recorded,,,,,
DE,53.7,Not Recorded,,,,,
ES,53,Not Recorded,,,,,
ES,53,Not Recorded,,,,,
ES,53,Not Recorded,,,,,
BA,430,420,,,,,
RO,53,Not Recorded,,,,,
RO,53,Not Recorded,,,,,
RO,53,Not Recorded,,,,,
RO,53,Not Recorded,,,,,
RO,53,Not Recorded,,,,,
FR,52.73374483,Not Recorded,,,,,
ES,52.21,Not Recorded,,,,,
CH,52.09,Not Recorded,,,,,
CH,421,Not Recorded,,,,,
AT,52,Not Recorded,,,,,
CH,52,Not Recorded,,,,,
CH,52,Not Recorded,,,,,
ES,52,Not Recorded,,,,,
CH,51.9,Not Recorded,,,,,
CH,51.62,Not Recorded,,,,,
CH,51.52,Not Recorded,,,,,
CH,51.35,Not Recorded,,,,,
FR,405,Not Recorded,,,,,
CH,51.3,Not Recorded,,,,,
SE,53.89849104,Not Recorded,,,,,
RS,51,Not Recorded,,,,,
ES,51,Not Recorded,,,,,
FI,51,Not Recorded,,,,,
CH,50.68,Not Recorded,,,,,
SE,51,Not Recorded,,,,,
CH,420,437.4,,,,,
DE,50,Not Recorded,,,,,
AT,50,38,,,,,
EL,6.2,Not Recorded,,,,,
IT,50,Not Recorded,,,,,
IT,50,Not Recorded,,,,,
IT,50,Not Recorded,,,,,
FI,50,Not Recorded,,,,,
RO,50,Not Recorded,,,,,
RO,50,Not Recorded,,,,,
CH,49.5,Not Recorded,,,,,
FR,49.36305732,Not Recorded,,,,,
FR,49.36305732,Not Recorded,,,,,
PL,50,Not Recorded,,,,,
FR,49.3,Not Recorded,,,,,
ES,49,Not Recorded,,,,,
IT,57.9,Not Recorded,,,,,
ES,49,Not Recorded,,,,,
ES,412,Not Recorded,,,,,
FR,48.67730292,Not Recorded,,,,,
AL,8.7,Not Recorded,,,,,
BA,48.5,Not Recorded,,,,,
AL,48.2,Not Recorded,,,,,
AT,6.5,Not Recorded,,,,,
IT,48,Not Recorded,,,,,
IT,48,Not Recorded,,,,,
IT,48,Not Recorded,,,,,
IT,48,Not Recorded,,,,,
IT,48,Not Recorded,,,,,
UK,48,Not Recorded,,,,,
BA,48,Not Recorded,,,,,
ES,48,Not Recorded,,,,,
CH,47.84,Not Recorded,,,,,
FR,47.5,Not Recorded,,,,,
SI,47.4,Not Recorded,,,,,
FR,47.32515561,Not Recorded,,,,,
DE,47.1,Not Recorded,,,,,
CH,300,Not Recorded,,,,,
IT,47,Not Recorded,,,,,
SE,50,Not Recorded,,,,,
CH,46.9,Not Recorded,,,,,
DE,46.7,Not Recorded,,,,,
HR,46.4,Not Recorded,,,,,
BG,46.8,Not Recorded,,,,,
ES,46,Not Recorded,,,,,
SE,47,Not Recorded,,,,,
IT,46,Not Recorded,,,,,
FR,406,Not Recorded,,,,,
IT,46,Not Recorded,,,,,
IT,38.5,Not Recorded,,,,,
CH,46,Not Recorded,,,,,
RO,46,Not Recorded,,,,,
SE,46,Not Recorded,,,,,
CH,45.6,Not Recorded,,,,,
DE,45.5,Not Recorded,,,,,
SK,45.06,Not Recorded,,,,,
FR,45,Not Recorded,,,,,
BE,1164,1164,,,,,
LV,402,Not Recorded,,,,,
SE,45.63985128,Not Recorded,,,,,
DE,45,Not Recorded,,,,,
IT,45,Not Recorded,,,,,
UK,45,Not Recorded,,,,,
FI,45,Not Recorded,,,,,
RO,45,Not Recorded,,,,,
RO,45,Not Recorded,,,,,
RO,45,Not Recorded,,,,,
DE,360,300,,,,,
RO,45,Not Recorded,,,,,
CH,44.59,Not Recorded,,,,,
AT,44.5,Not Recorded,,,,,
FR,44.42675159,Not Recorded,,,,,
FR,44.42675159,Not Recorded,,,,,
PT,22,Not Recorded,,,,,
PT,20.3,Not Recorded,,,,,
DE,44,Not Recorded,,,,,
IT,45.6,Not Recorded,,,,,
CH,44,Not Recorded,,,,,
IT,414.7,Not Recorded,,,,,
CH,44,Not Recorded,,,,,
CH,44,Not Recorded,,,,,
RO,44,Not Recorded,,,,,
SK,43.2,Not Recorded,,,,,
ES,43,Not Recorded,,,,,
AT,43,Not Recorded,,,,,
IT,43,Not Recorded,,,,,
IT,43,Not Recorded,,,,,
AT,392,Not Recorded,,,,,
IT,43,Not Recorded,,,,,
CH,42.6,Not Recorded,,,,,
CZ,42.50955167,Not Recorded,,,,,
HR,42.3,Not Recorded,,,,,
MK,42,Not Recorded,,,,,
PT,13.2,Not Recorded,,,,,
SE,45,Not Recorded,,,,,
SE,42,Not Recorded,,,,,
CH,390,Not Recorded,,,,,
SE,42,Not Recorded,,,,,
IT,42,Not Recorded,,,,,
CH,42,Not Recorded,,,,,
ES,40.8,Not Recorded,,,,,
RO,42,Not Recorded,,,,,
FR,41.95859873,Not Recorded,,,,,
CH,41.74,Not Recorded,,,,,
FR,41.46496815,Not Recorded,,,,,
ES,41.232,Not Recorded,,,,,
FR,41.1,Not Recorded,,,,,
PT,13.2,Not Recorded,,,,,
AT,41,Not Recorded,,,,,
IT,41,Not Recorded,,,,,
IT,41,Not Recorded,,,,,
CH,388,392,,,,,
CH,41,Not Recorded,,,,,
FI,41,Not Recorded,,,,,
HR,40.8,Not Recorded,,,,,
FR,40.47770701,Not Recorded,,,,,
FR,40.47770701,Not Recorded,,,,,
FR,40,Not Recorded,,,,,
ES,40,Not Recorded,,,,,
PT,8.8,Not Recorded,,,,,
FR,370,Not Recorded,,,,,
AT,40,Not Recorded,,,,,
SE,42,Not Recorded,,,,,
SE,40,Not Recorded,,,,,
SE,40,Not Recorded,,,,,
SE,40,Not Recorded,,,,,
SE,40,Not Recorded,,,,,
SE,40,Not Recorded,,,,,
